Cruise,Event_Key,yyyy-mm-ddThh:mm:ss.sss,Station,Cast,Niskin,SampleID,Longitude,Latitude,Depth in Water Column (m),Pressure in Water Column (dbar),Conductivity ,Salinity,Temperature,Oxygen (pre-correction),Oxygen,Chl a Fluorescence,Chl Fluorescence ,CTD.CDOMFluor.V,CDOM Fluorecence,Transmissometry,CTD.Transmissometry.V,CTD.Altimeter,Total_Nitrogen,Total_Nitrogen.Flag,Nitrate,Nitrate.Flag,Nitrite,Nitrite.Flag,Ammonium,Ammonium.Flag,Phosphate,Phosphate.Flag,Silicate,Silicate.Flag
NABOS2025,01K51M1NM022DH71JR4J73J832,2025-09-13 06:06:01 ,1,1,1,21-001281,167.71417,73.77052,37.276,37.669,23.960423,29.7166,-1.4605,269.015,281.4385512,3.8525,0.6458,0.1204,0.1204,0.7867,0.0508,0,,,,,,,,,,,,
NABOS2025,01K51M1NM022DH71JR4J73J832,2025-09-13 06:06:01 ,1,1,2,21-001281,167.7142,73.77052,37.301,37.694,23.958114,29.7123,-1.4594,269.237,281.6546211,3.8511,0.6184,0.1197,0.1197,0.7881,0.0497,0,,,,,,,,,,,,
NABOS2025,01K51M1NM022DH71JR4J73J832,2025-09-13 06:06:01 ,1,1,3,21-001281,167.71422,73.77052,37.366,37.76,23.958846,29.7141,-1.4603,269.564,281.9728863,3.8314,0.6022,0.1211,0.1211,0.8087,0.0491,0,,,,,,,,,,,,
NABOS2025,01K51M1NM022DH71JR4J73J832,2025-09-13 06:06:01 ,1,1,4,21-001281,167.71424,73.77052,37.309,37.702,23.964737,29.7243,-1.4624,269.523,281.9329815,3.8521,0.7249,0.1211,0.1211,0.7871,0.054,0,,,,,,,,,,,,
NABOS2025,01K51M1NM022DH71JR4J73J832,2025-09-13 06:06:01 ,1,1,5,21-001281,167.71428,73.77052,37.28,37.673,23.96424,29.7237,-1.4625,269.181,281.600117,3.8526,0.6141,0.1202,0.1202,0.7865,0.0496,0,,,,,,,,,,,,
NABOS2025,01K51M1NM022DH71JR4J73J832,2025-09-13 06:06:01 ,1,1,6,21-001281,167.71429,73.77052,37.244,37.636,23.963712,29.7231,-1.4626,268.763,281.1932826,3.8578,0.7081,0.1215,0.1215,0.7811,0.0533,0,,,,,,,,,,,,
NABOS2025,01K51M1NM022DH71JR4J73J832,2025-09-13 06:06:01 ,1,1,7,21-001282,167.71464,73.7705,29.828,30.142,23.498305,29.0272,-1.3928,324.685,335.6214941,4.6002,0.1226,0.1166,0.1166,0.0765,0.0299,0.84,,,,,,,,,,,,
NABOS2025,01K51M1NM022DH71JR4J73J832,2025-09-13 06:06:01 ,1,1,8,21-001282,167.71466,73.7705,29.781,30.094,23.495942,29.0216,-1.3902,324.12,335.0715864,4.6048,0.1039,0.1156,0.1156,0.0725,0.0292,0.77,,,,,,,,,,,,
NABOS2025,01K51M1NM022DH71JR4J73J832,2025-09-13 06:06:01 ,1,1,9,21-001282,167.71466,73.7705,29.799,30.113,23.494118,29.0192,-1.3903,322.428,333.4247831,4.6019,0.1257,0.1172,0.1172,0.075,0.03,0.69,,,,,,,,,,,,
NABOS2025,01K51M1NM022DH71JR4J73J832,2025-09-13 06:06:01 ,1,1,10,21-001282,167.71468,73.7705,29.809,30.122,23.49268,29.0164,-1.3895,323.995,334.9499254,4.618,0.1101,0.1169,0.1169,0.061,0.0294,0.78,,,,,,,,,,,,
NABOS2025,01K51M1NM022DH71JR4J73J832,2025-09-13 06:06:01 ,1,1,11,21-001282,167.71468,73.7705,29.801,30.115,23.494487,29.0206,-1.3912,323.936,334.8925014,4.6205,0.1182,0.1171,0.1171,0.0589,0.0297,0.71,,,,,,,,,,,,
NABOS2025,01K51M1NM022DH71JR4J73J832,2025-09-13 06:06:01 ,1,1,12,21-001282,167.71466,73.77052,29.834,30.147,23.494641,29.021,-1.3915,324.65,335.587429,4.6204,0.1363,0.1174,0.1174,0.059,0.0304,0.77,,,,,,,,,,,,
NABOS2025,01K51M1NM022DH71JR4J73J832,2025-09-13 06:06:01 ,1,1,13,21-001283,167.71458,73.77054,19.752,19.959,23.085746,28.0572,-0.9502,372.34,382.0035337,4.5943,0.2309,0.1147,0.1147,0.0816,0.0342,14.25,,,,,,,,,,,,
NABOS2025,01K51M1NM022DH71JR4J73J832,2025-09-13 06:06:01 ,1,1,14,21-001283,167.71456,73.77054,19.71,19.917,22.985386,27.8825,-0.9059,370.551,380.2623215,4.5863,0.2253,0.1122,0.1122,0.0886,0.034,13.35,,,,,,,,,,,,
NABOS2025,01K51M1NM022DH71JR4J73J832,2025-09-13 06:06:01 ,1,1,15,21-001283,167.71456,73.77054,19.643,19.849,23.016056,27.9631,-0.9487,370.956,380.6565031,4.5757,0.2135,0.1125,0.1125,0.0979,0.0335,13.78,,,,,,,,,,,,
NABOS2025,01K51M1NM022DH71JR4J73J832,2025-09-13 06:06:01 ,1,1,16,21-001283,167.71456,73.77054,19.722,19.928,23.060407,28.0488,-0.9773,370.12,379.8428344,4.58,0.2067,0.11,0.11,0.0941,0.0333,14.18,,,,,,,,,,,,
NABOS2025,01K51M1NM022DH71JR4J73J832,2025-09-13 06:06:01 ,1,1,17,21-001283,167.71456,73.77056,19.765,19.972,22.929298,27.8061,-0.9038,370.108,379.8311549,4.5768,0.1843,0.1106,0.1106,0.0969,0.0324,14.33,,,,,,,,,,,,
NABOS2025,01K51M1NM022DH71JR4J73J832,2025-09-13 06:06:01 ,1,1,18,21-001283,167.71456,73.77056,19.752,19.96,22.914987,27.7682,-0.8833,371.483,381.1694259,4.5759,0.2067,0.1087,0.1087,0.0977,0.0332,14.69,,,,,,,,,,,,
NABOS2025,01K51M1NM022DH71JR4J73J832,2025-09-13 06:06:01 ,1,1,19,21-001284,167.71452,73.77066,9.889,9.992,22.507217,27.1088,-0.7456,372.333,381.9967207,4.5707,0.1643,0.1047,0.1047,0.1023,0.0316,34.79,,,,,,,,,,,,
NABOS2025,01K51M1NM022DH71JR4J73J832,2025-09-13 06:06:01 ,1,1,20,21-001284,167.71452,73.77068,9.916,10.019,22.523576,27.1372,-0.7532,372.118,381.7874638,4.5703,0.1961,0.1031,0.1031,0.1026,0.0328,34.78,,,,,,,,,,,,
NABOS2025,01K51M1NM022DH71JR4J73J832,2025-09-13 06:06:01 ,1,1,21,21-001284,167.71454,73.77068,10,10.105,22.603313,27.2658,-0.7792,371.873,381.5490082,4.5651,0.1331,0.1028,0.1028,0.1071,0.0303,34.7,,,,,,,,,,,,
NABOS2025,01K51M1NM022DH71JR4J73J832,2025-09-13 06:06:01 ,1,1,22,21-001284,167.71457,73.77068,9.999,10.104,22.420004,26.9715,-0.7206,372.625,382.2809208,4.567,0.1182,0.1036,0.1036,0.1054,0.0297,34.81,,,,,,,,,,,,
NABOS2025,01K51M1NM022DH71JR4J73J832,2025-09-13 06:06:01 ,1,1,23,21-001284,167.7146,73.77068,9.891,9.995,22.39893,26.9367,-0.7126,372.329,381.9928276,4.5723,0.1176,0.1045,0.1045,0.1008,0.0297,34.92,,,,,,,,,,,,
NABOS2025,01K51M1NM022DH71JR4J73J832,2025-09-13 06:06:01 ,1,1,24,21-001284,167.71463,73.7707,9.914,10.018,22.301932,26.78,-0.6798,371.581,381.2648081,4.5753,0.1051,0.1027,0.1027,0.0982,0.0292,34.85,,,,,,,,,,,,
NABOS2025,01K51Y86KWAJV29VH5S1P4B9VK,2025-09-13 06:06:01 ,1,2,1,21-001285,167.7047,73.77048,36.63,37.015,23.846373,29.5494,-1.4478,281.204,293.3019586,4.4153,0.4116,0.1191,0.1191,0.2407,0.0415,0,3.25,1,3.06,1,0.19,1,0.47,1,1.3,1,25.9,1
NABOS2025,01K51Y86KWAJV29VH5S1P4B9VK,2025-09-13 06:06:01 ,1,2,2,21-001285,167.70474,73.77048,36.573,36.959,23.863996,29.5778,-1.4523,273.836,286.1307726,4.3788,0.411,0.1198,0.1198,0.2739,0.0414,0,3.25,,3.06,,0.19,,0.47,,1.3,,25.9,
NABOS2025,01K51Y86KWAJV29VH5S1P4B9VK,2025-09-13 06:06:01 ,1,2,3,21-001286,167.70508,73.77062,30.326,30.645,23.621535,29.2255,-1.4252,286.97,298.9139372,4.5209,0.2285,0.1189,0.1189,0.1461,0.0342,0.03,3.71,1,3.58,1,0.14,1,0.4,1,1.33,1,27.76,1
NABOS2025,01K51Y86KWAJV29VH5S1P4B9VK,2025-09-13 06:06:01 ,1,2,4,21-001286,167.7051,73.77062,30.295,30.613,23.62166,29.2256,-1.4251,287.074,299.0151592,4.5229,0.2559,0.1197,0.1197,0.1444,0.0353,0.04,3.71,,3.58,,0.14,,0.4,,1.33,,27.76,
NABOS2025,01K51Y86KWAJV29VH5S1P4B9VK,2025-09-13 06:06:01 ,1,2,5,21-001287,167.70542,73.77066,20.062,20.273,23.41347,28.8697,-1.343,332.325,343.0574144,4.6155,0.2833,0.1165,0.1165,0.0633,0.0363,5.3,1.71,1,1.29,1,0.42,1,0.49,1,1.2,1,20.76,1
NABOS2025,01K51Y86KWAJV29VH5S1P4B9VK,2025-09-13 06:06:01 ,1,2,6,21-001287,167.70546,73.77066,20.074,20.284,23.42197,28.8859,-1.3479,334.485,345.1597165,4.6149,0.3954,0.116,0.116,0.0637,0.0408,5.23,1.71,,1.29,,0.42,,0.49,,1.2,,20.76,
NABOS2025,01K51Y86KWAJV29VH5S1P4B9VK,2025-09-13 06:06:01 ,1,2,7,21-001288,167.70584,73.77067,10.031,10.136,22.308292,26.8111,-0.7055,369.542,379.2802739,4.5781,0.1113,0.1026,0.1026,0.0958,0.0294,20.94,0.15,,0.09,,0.06,,0.34,,0.99,,14.68,
NABOS2025,01K51Y86KWAJV29VH5S1P4B9VK,2025-09-13 06:06:01 ,1,2,8,21-001288,167.70582,73.77068,10.075,10.18,22.286679,26.7736,-0.6953,369.719,379.4525459,4.5787,0.1107,0.1018,0.1018,0.0952,0.0294,18.66,0.15,1,0.09,1,0.06,1,0.34,1,0.99,1,14.68,1
NABOS2025,01K51Y86KWAJV29VH5S1P4B9VK,2025-09-13 06:06:01 ,1,2,9,21-001288,167.70582,73.7707,10.135,10.24,22.296195,26.7864,-0.6957,370.229,379.9489228,4.5769,0.1057,0.1042,0.1042,0.0969,0.0292,17.57,0.15,,0.09,,0.06,,0.34,,0.99,,14.68,
NABOS2025,01K51Y86KWAJV29VH5S1P4B9VK,2025-09-13 06:06:01 ,1,2,10,21-001289,167.7059,73.77074,3.55,3.587,22.245646,26.7048,-0.6747,370.327,380.044305,4.4971,0.0827,0.1047,0.1047,0.1673,0.0283,42.22,0.12,1,0.06,1,0.07,1,0.32,1,0.98,1,14.15,1
NABOS2025,01K51Y86KWAJV29VH5S1P4B9VK,2025-09-13 06:06:01 ,1,2,11,21-001289,167.7059,73.77076,3.359,3.395,22.266032,26.7367,-0.6804,370.424,380.1387139,4.4752,0.12,0.1038,0.1038,0.1869,0.0298,48.71,0.12,,0.06,,0.07,,0.32,,0.98,,14.15,
NABOS2025,01K51AEMF0C01H34Z6ZFNA8PAK,2025-09-13 02:56:16 ,2,1,1,21-001276,168.68853,74.11414,41.953,42.396,25.545908,31.8017,-1.3885,105.887,122.6680264,2.8279,0.3269,0.1411,0.1411,2.0266,0.0381,5.83,7.77,1,7.58,1,0.19,1,0.76,1,1.98,1,60.15,1
NABOS2025,01K51AEMF0C01H34Z6ZFNA8PAK,2025-09-13 02:56:16 ,2,1,2,21-001276,168.68862,74.11414,42.004,42.448,25.547807,31.8041,-1.3884,105.289,122.0860002,2.5856,0.2752,0.1423,0.1423,2.3837,0.036,5.72,7.77,,7.58,,0.19,,0.76,,1.98,,60.15,
NABOS2025,01K51AEMF0C01H34Z6ZFNA8PAK,2025-09-13 02:56:16 ,2,1,3,21-001276,168.68871,74.11414,42.038,42.482,25.550199,31.8072,-1.3883,105.144,121.9448734,2.5311,0.3288,0.1423,0.1423,2.4689,0.0382,5.49,7.77,,7.58,,0.19,,0.76,,1.98,,60.15,
NABOS2025,01K51AEMF0C01H34Z6ZFNA8PAK,2025-09-13 02:56:16 ,2,1,4,21-001276,168.68881,74.11414,41.908,42.35,25.550105,31.8071,-1.3882,104.869,121.6772192,2.5159,0.2908,0.1429,0.1429,2.4931,0.0366,5.75,7.77,,7.58,,0.19,,0.76,,1.98,,60.15,
NABOS2025,01K51AEMF0C01H34Z6ZFNA8PAK,2025-09-13 02:56:16 ,2,1,5,21-001276,168.68891,74.11414,41.933,42.375,25.547731,31.8041,-1.3885,104.808,121.6178487,2.4962,0.3375,0.1414,0.1414,2.5245,0.0385,5.93,7.77,,7.58,,0.19,,0.76,,1.98,,60.15,
NABOS2025,01K51AEMF0C01H34Z6ZFNA8PAK,2025-09-13 02:56:16 ,2,1,6,21-001277,168.69013,74.11416,30.014,30.33,23.855268,29.5139,-1.3961,314.22,325.4360352,4.5538,0.5256,0.1187,0.1187,0.1171,0.046,18.28,2.52,,2.34,,0.17,,0.43,,1.3,,21.14,
NABOS2025,01K51AEMF0C01H34Z6ZFNA8PAK,2025-09-13 02:56:16 ,2,1,7,21-001277,168.69021,74.11416,30.041,30.357,23.867138,29.5321,-1.3982,313.76,324.9883227,4.5555,0.5823,0.1176,0.1176,0.1156,0.0483,18.34,2.52,,2.34,,0.17,,0.43,,1.3,,21.14,
NABOS2025,01K51AEMF0C01H34Z6ZFNA8PAK,2025-09-13 02:56:16 ,2,1,8,21-001277,168.69031,74.11416,30.042,30.358,23.878817,29.5508,-1.4011,312.149,323.4203557,4.552,0.6752,0.1183,0.1183,0.1187,0.052,18.49,2.52,,2.34,,0.17,,0.43,,1.3,,21.14,
NABOS2025,01K51AEMF0C01H34Z6ZFNA8PAK,2025-09-13 02:56:16 ,2,1,9,21-001277,168.6904,74.11418,30.067,30.384,23.884621,29.5597,-1.4022,314.916,326.1134436,4.5498,0.715,0.118,0.118,0.1206,0.0536,18.45,2.52,,2.34,,0.17,,0.43,,1.3,,21.14,
NABOS2025,01K51AEMF0C01H34Z6ZFNA8PAK,2025-09-13 02:56:16 ,2,1,10,21-001277,168.69048,74.11418,30.102,30.419,23.888897,29.5664,-1.4031,318.209,329.318481,4.5513,0.7767,0.1176,0.1176,0.1193,0.0561,18.46,2.52,,2.34,,0.17,,0.43,,1.3,,21.14,
NABOS2025,01K51AEMF0C01H34Z6ZFNA8PAK,2025-09-13 02:56:16 ,2,1,11,21-001277,168.69057,74.11418,30.083,30.399,23.874534,29.5448,-1.401,320.433,331.4830735,4.5529,0.6595,0.1185,0.1185,0.1178,0.0514,18.52,2.52,1,2.34,1,0.17,1,0.43,1,1.3,1,21.14,1
NABOS2025,01K51AEMF0C01H34Z6ZFNA8PAK,2025-09-13 02:56:16 ,2,1,12,21-001278,168.69187,74.11426,19.958,20.167,23.459872,28.5503,-0.9449,388.581,397.8107041,4.5405,0.2852,0.1061,0.1061,0.1288,0.0364,35.85,0.46,1,0.43,1,0.03,1,0.3,1,0.96,1,14.6,1
NABOS2025,01K51AEMF0C01H34Z6ZFNA8PAK,2025-09-13 02:56:16 ,2,1,13,21-001278,168.69196,74.11426,19.979,20.189,23.464776,28.5542,-0.9422,388.695,397.921659,4.5362,0.2846,0.1059,0.1059,0.1326,0.0364,29.4,0.46,,0.43,,0.03,,0.3,,0.96,,14.6,
NABOS2025,01K51AEMF0C01H34Z6ZFNA8PAK,2025-09-13 02:56:16 ,2,1,14,21-001278,168.69204,74.11426,20.021,20.231,23.452988,28.5452,-0.9492,390.035,399.2258649,4.5422,0.2883,0.1063,0.1063,0.1272,0.0365,29.4,0.46,,0.43,,0.03,,0.3,,0.96,,14.6,
NABOS2025,01K51AEMF0C01H34Z6ZFNA8PAK,2025-09-13 02:56:16 ,2,1,15,21-001278,168.69212,74.11428,19.969,20.179,23.290917,28.4126,-1.0375,387.905,397.1527614,4.5337,0.3319,0.1063,0.1063,0.1348,0.0383,29.43,0.46,,0.43,,0.03,,0.3,,0.96,,14.6,
NABOS2025,01K51AEMF0C01H34Z6ZFNA8PAK,2025-09-13 02:56:16 ,2,1,16,21-001278,168.69221,74.11428,19.943,20.153,23.262159,28.3872,-1.0512,384.181,393.5282369,4.5236,0.3437,0.1071,0.1071,0.1437,0.0388,29.46,0.46,,0.43,,0.03,,0.3,,0.96,,14.6,
NABOS2025,01K51AEMF0C01H34Z6ZFNA8PAK,2025-09-13 02:56:16 ,2,1,17,21-001278,168.69229,74.11428,19.989,20.199,23.330627,28.4525,-1.0235,381.846,391.2556094,4.5293,0.3281,0.1076,0.1076,0.1387,0.0382,29.39,0.46,,0.43,,0.03,,0.3,,0.96,,14.6,
NABOS2025,01K51AEMF0C01H34Z6ZFNA8PAK,2025-09-13 02:56:16 ,2,1,18,21-001279,168.69327,74.11438,9.646,9.747,22.125446,26.936,-1.1155,371.757,381.4361068,4.6016,0.0684,0.1011,0.1011,0.0752,0.0278,40.2,0.12,1,0.09,1,0.03,1,0.39,1,0.94,1,13.67,1
NABOS2025,01K51AEMF0C01H34Z6ZFNA8PAK,2025-09-13 02:56:16 ,2,1,19,21-001279,168.69335,74.11438,9.757,9.859,22.112086,26.9373,-1.1368,372.147,381.8156891,4.6003,0.0659,0.1019,0.1019,0.0764,0.0277,40.14,0.12,,0.09,,0.03,,0.39,,0.94,,13.67,
NABOS2025,01K51AEMF0C01H34Z6ZFNA8PAK,2025-09-13 02:56:16 ,2,1,20,21-001279,168.69343,74.11439,9.797,9.899,22.112506,26.937,-1.1358,371.895,381.5704206,4.6018,0.0653,0.1,0.1,0.0752,0.0276,40.09,0.12,,0.09,,0.03,,0.39,,0.94,,13.67,
NABOS2025,01K51AEMF0C01H34Z6ZFNA8PAK,2025-09-13 02:56:16 ,2,1,21,21-001279,168.69351,74.1144,9.74,9.842,22.121305,26.9385,-1.1245,371.719,381.3991219,4.6018,0.0491,0.1014,0.1014,0.0751,0.027,40.35,0.12,,0.09,,0.03,,0.39,,0.94,,13.67,
NABOS2025,01K51AEMF0C01H34Z6ZFNA8PAK,2025-09-13 02:56:16 ,2,1,22,21-001279,168.69358,74.1144,9.733,9.835,22.123652,26.9403,-1.123,372.145,381.8137426,4.6018,0.0634,0.1015,0.1015,0.0752,0.0276,40.11,0.12,,0.09,,0.03,,0.39,,0.94,,13.67,
NABOS2025,01K51AEMF0C01H34Z6ZFNA8PAK,2025-09-13 02:56:16 ,2,1,23,21-001279,168.69366,74.11442,9.702,9.804,22.123643,26.9383,-1.1207,371.6,381.2833006,4.602,0.0285,0.1003,0.1003,0.0749,0.0261,39.98,0.12,,0.09,,0.03,,0.39,,0.94,,13.67,
NABOS2025,01K51AEMF0C01H34Z6ZFNA8PAK,2025-09-13 02:56:16 ,2,1,24,21-001280,168.69423,74.11446,3.854,3.894,22.116226,26.9383,-1.1283,321.834,332.84665,4.6026,0.0578,0.1022,0.1022,0.0744,0.0273,46.35,0.1,1,0.07,1,0.02,1,0.43,1,0.95,1,13.65,1
NABOS2025,01K50TX8PQS933N20K4S8NSFFS,2025-09-12 22:21:18 ,3,1,1,21-001266,169.90284,74.4619,45.251,45.731,26.810531,33.3636,-1.2353,159.854,175.1934599,4.5592,0.4446,0.1318,0.1318,0.1124,0.0428,11.67,,,,,,,,,,,,
NABOS2025,01K50TX8PQS933N20K4S8NSFFS,2025-09-12 22:21:18 ,3,1,2,21-001266,169.9028,74.46198,45.197,45.675,26.504455,32.9757,-1.2635,167.182,182.3257143,4.5858,0.4253,0.1298,0.1298,0.0891,0.042,11.72,,,,,,,,,,,,
NABOS2025,01K50TX8PQS933N20K4S8NSFFS,2025-09-12 22:21:18 ,3,1,3,21-001266,169.90278,74.462,45.186,45.664,26.446321,32.9015,-1.2683,169.836,184.9088207,4.5731,0.5468,0.1316,0.1316,0.1002,0.0469,11.75,,,,,,,,,,,,
NABOS2025,01K50TX8PQS933N20K4S8NSFFS,2025-09-12 22:21:18 ,3,1,4,21-001266,169.90276,74.46202,45.292,45.772,26.443505,32.8977,-1.2684,171.004,186.0456211,4.5902,0.4228,0.1303,0.1303,0.0852,0.0419,11.56,,,,,,,,,,,,
NABOS2025,01K50TX8PQS933N20K4S8NSFFS,2025-09-12 22:21:18 ,3,1,5,21-001266,169.90274,74.46204,45.203,45.682,26.349237,32.7778,-1.2766,171.258,186.2928362,4.5871,0.4079,0.1299,0.1299,0.0879,0.0413,11.67,,,,,,,,,,,,
NABOS2025,01K50TX8PQS933N20K4S8NSFFS,2025-09-12 22:21:18 ,3,1,6,21-001266,169.90272,74.46206,45.238,45.717,26.215735,32.6057,-1.2864,172.877,187.8685895,4.593,0.4303,0.1319,0.1319,0.0827,0.0422,11.41,,,,,,,,,,,,
NABOS2025,01K50TX8PQS933N20K4S8NSFFS,2025-09-12 22:21:18 ,3,1,7,21-001267,169.90458,74.46214,35.849,36.227,23.881418,29.5849,-1.4352,341.575,352.0603284,4.6229,0.1849,0.1117,0.1117,0.0568,0.0324,21.6,,,,,,,,,,,,
NABOS2025,01K50TX8PQS933N20K4S8NSFFS,2025-09-12 22:21:18 ,3,1,8,21-001267,169.90463,74.46214,35.815,36.193,23.878699,29.5776,-1.4316,342.261,352.728004,4.6233,0.2135,0.1104,0.1104,0.0564,0.0336,21.61,,,,,,,,,,,,
NABOS2025,01K50TX8PQS933N20K4S8NSFFS,2025-09-12 22:21:18 ,3,1,9,21-001267,169.9047,74.46216,35.871,36.25,23.877497,29.5753,-1.431,342.678,353.1338651,4.622,0.1774,0.1116,0.1116,0.0576,0.0321,21.62,,,,,,,,,,,,
NABOS2025,01K50TX8PQS933N20K4S8NSFFS,2025-09-12 22:21:18 ,3,1,10,21-001267,169.90476,74.46216,35.887,36.266,23.876592,29.5729,-1.4297,343.598,354.02929,4.6207,0.1774,0.111,0.111,0.0587,0.0321,21.57,,,,,,,,,,,,
NABOS2025,01K50TX8PQS933N20K4S8NSFFS,2025-09-12 22:21:18 ,3,1,11,21-001267,169.90482,74.46216,35.882,36.261,23.873597,29.5664,-1.4273,344.894,355.2906713,4.6204,0.1961,0.1128,0.1128,0.059,0.0328,21.55,,,,,,,,,,,,
NABOS2025,01K50TX8PQS933N20K4S8NSFFS,2025-09-12 22:21:18 ,3,1,12,21-001267,169.90486,74.46216,35.902,36.281,23.872931,29.5639,-1.4257,345.159,355.5485926,4.6207,0.1899,0.1116,0.1116,0.0587,0.0326,21.57,,,,,,,,,,,,
NABOS2025,01K50TX8PQS933N20K4S8NSFFS,2025-09-12 22:21:18 ,3,1,13,21-001268,169.90561,74.46222,20.122,20.334,23.532554,28.8016,-1.1063,368.845,378.6018922,4.574,0.3499,0.1086,0.1086,0.0994,0.039,37.96,,,,,,,,,,,,
NABOS2025,01K50TX8PQS933N20K4S8NSFFS,2025-09-12 22:21:18 ,3,1,14,21-001268,169.90568,74.46224,20.105,20.316,23.569034,28.8488,-1.1044,370.075,379.7990364,4.577,0.3805,0.108,0.108,0.0967,0.0402,38.02,,,,,,,,,,,,
NABOS2025,01K50TX8PQS933N20K4S8NSFFS,2025-09-12 22:21:18 ,3,1,15,21-001268,169.90575,74.46224,20.219,20.431,23.573645,28.8534,-1.1029,369.27,379.0155396,4.5809,0.3362,0.1086,0.1086,0.0933,0.0385,37.87,,,,,,,,,,,,
NABOS2025,01K50TX8PQS933N20K4S8NSFFS,2025-09-12 22:21:18 ,3,1,16,21-001268,169.90582,74.46225,20.121,20.333,23.584591,28.8664,-1.1011,371.453,381.1402273,4.5858,0.3618,0.1091,0.1091,0.0891,0.0395,37.97,,,,,,,,,,,,
NABOS2025,01K50TX8PQS933N20K4S8NSFFS,2025-09-12 22:21:18 ,3,1,17,21-001268,169.90589,74.46226,20.219,20.432,23.588703,28.8821,-1.1117,373.139,382.7811908,4.5872,0.3786,0.1092,0.1092,0.0878,0.0402,37.9,,,,,,,,,,,,
NABOS2025,01K50TX8PQS933N20K4S8NSFFS,2025-09-12 22:21:18 ,3,1,18,21-001268,169.90599,74.46228,20.093,20.305,23.585614,28.8811,-1.1149,371.46,381.1470403,4.5866,0.4372,0.1084,0.1084,0.0884,0.0425,38.15,,,,,,,,,,,,
NABOS2025,01K50TX8PQS933N20K4S8NSFFS,2025-09-12 22:21:18 ,3,1,19,21-001269,169.90696,74.46246,10.323,10.431,22.141313,27.154,-1.3334,370.511,380.22339,4.5934,0.1487,0.1038,0.1038,0.0824,0.0309,48.42,,,,,,,,,,,,
NABOS2025,01K50TX8PQS933N20K4S8NSFFS,2025-09-12 22:21:18 ,3,1,20,21-001269,169.90708,74.46248,10.373,10.482,22.142762,27.1548,-1.3322,370.716,380.422914,4.5933,0.1506,0.1036,0.1036,0.0825,0.031,48.28,,,,,,,,,,,,
NABOS2025,01K50TX8PQS933N20K4S8NSFFS,2025-09-12 22:21:18 ,3,1,21,21-001269,169.90714,74.46249,10.155,10.261,22.144974,27.1539,-1.3278,370.565,380.2759475,4.5937,0.1518,0.1042,0.1042,0.0821,0.031,48.51,,,,,,,,,,,,
NABOS2025,01K50TX8PQS933N20K4S8NSFFS,2025-09-12 22:21:18 ,3,1,22,21-001269,169.9072,74.4625,10.281,10.389,22.149929,27.1571,-1.324,370.447,380.1610995,4.5914,0.1481,0.1033,0.1033,0.0842,0.0309,48.4,,,,,,,,,,,,
NABOS2025,01K50TX8PQS933N20K4S8NSFFS,2025-09-12 22:21:18 ,3,1,23,21-001269,169.90727,74.46252,10.22,10.328,22.151794,27.1582,-1.3225,370.433,380.1474735,4.5931,0.168,0.1039,0.1039,0.0827,0.0317,48.29,,,,,,,,,,,,
NABOS2025,01K50TX8PQS933N20K4S8NSFFS,2025-09-12 22:21:18 ,3,1,24,21-001269,169.90732,74.46252,10.238,10.346,22.146592,27.1563,-1.3281,370.364,380.0803166,4.5928,0.1656,0.1016,0.1016,0.0829,0.0316,44.36,,,,,,,,,,,,
NABOS2025,01K50ZSV68B4Q117SY7YKMWN0Y,2025-09-12 22:21:18 ,3,2,1,21-001270,169.90963,74.4605,46.194,46.683,26.42449,32.8872,-1.283,183.519,198.2263204,4.6039,0.3319,0.1316,0.1316,0.0733,0.0383,0.03,8.96,1,8.79,1,0.17,1,0.76,1,1.56,1,44.34,1
NABOS2025,01K50ZSV68B4Q117SY7YKMWN0Y,2025-09-12 22:21:18 ,3,2,2,21-001270,169.9097,74.4605,46.222,46.711,26.476009,32.9514,-1.2773,183.335,198.0472354,4.5964,0.3767,0.1312,0.1312,0.0798,0.0401,0.19,8.96,,8.79,,0.17,,0.76,,1.56,,44.34,
NABOS2025,01K50ZSV68B4Q117SY7YKMWN0Y,2025-09-12 22:21:18 ,3,2,3,21-001271,169.91024,74.46057,40.199,40.624,24.271061,30.121,-1.4441,276.577,288.798555,4.4992,1.7342,0.1184,0.1184,0.1654,0.0944,0.28,6.33,1,6.16,1,0.17,1,0.65,1,1.47,1,34.75,1
NABOS2025,01K50ZSV68B4Q117SY7YKMWN0Y,2025-09-12 22:21:18 ,3,2,4,21-001271,169.91031,74.46058,40.133,40.557,24.257124,30.1039,-1.4459,274.976,287.2403209,4.5075,1.6052,0.1166,0.1166,0.158,0.0892,0,6.33,,6.16,,0.17,,0.65,,1.47,,34.75,
NABOS2025,01K50ZSV68B4Q117SY7YKMWN0Y,2025-09-12 22:21:18 ,3,2,5,21-001272,169.91129,74.46052,30.074,30.391,23.779829,29.3967,-1.381,362.07,372.007866,4.6313,0.1313,0.1123,0.1123,0.0496,0.0302,12.39,0.57,1,0.53,1,0.04,1,0.51,1,0.92,1,16.48,1
NABOS2025,01K50ZSV68B4Q117SY7YKMWN0Y,2025-09-12 22:21:18 ,3,2,6,21-001272,169.91141,74.46052,30.16,30.479,23.779979,29.397,-1.3811,362.023,371.9621214,4.6305,0.1232,0.1121,0.1121,0.0502,0.0299,13.43,0.57,,0.53,,0.04,,0.51,,0.92,,16.48,
